,Unnamed: 0,label,text
5014,6120,negative,@SouthwestAir your app isnt working and i take off in like two hours help
5015,2770,negative,@united Yes but unbelievable.  Should have a free fare lock
5016,3325,negative,"@united Club DEN, East or West, both are disgusting. http://t.co/XijYrPsLZK"
5017,7198,positive,@JetBlue Mark T.  in Austin was great handling my bag issue.  #thanks
5018,1677,positive,@united went to Customer Service kiosk and they were able to help out! Still thanks for following up!
5019,3322,neutral,@united @NTrustOpen can i go  #GolfUnited
5020,3108,negative,we all watched as the crew was escorted from the back to 1st class. Prebooked? Really? @united: @JenniferWalshPR Your dissatisfaction is und
5021,5096,positive,@SouthwestAir never lets me down!!!
5022,11190,negative,@USAirways what's happening with 1217 Phl to LAX? Now 3 hr delay. Poor communication!
5023,2242,neutral,@united Can you help me get a flight out tonight to Houston?Just don't want to be stuck here till Monday with all this bad weather moving in
5024,4653,negative,@SouthwestAir is this a sick joke? #toyingwithouremotions
5025,10404,negative,@USAirways you can send my luggage to my house👋
5026,5510,positive,@SouthwestAir I wish i would've seen this 4 hours ago!!! I WANTED TO SEE THEM TONIGHT SO BAD!!!! #CRYING
5027,13990,negative,@AmericanAir I am trying to add my tsa pre check number to my reservation online and don't see an option to do that..?? #nosecuritylines
5028,13330,neutral,@AmericanAir can you tell me why flight 1542 from dfw to phl was Cancelled Flightled for tomorrow?
5029,6433,negative,@SouthwestAir took our carryon bag with essential attire for a life changing interview tomorrow &amp; it's not here; can we expect compensation?
5030,11492,negative,"@USAirways @AmericanAir 90 min delay thanks to ""maintenance issues"". Thanks for wasting a day."
5031,5963,negative,@SouthwestAir A little surprised my Early Bird got me B15 from DEN to KC just now. Worst I've had. What's up?
5032,11378,positive,@USAirways your pple did a great job w the madness however some of your systems need help. I appreciate the hard work &amp; the push to b better
5033,2997,positive,"@united thanks, i made it."
5034,11674,negative,@USAirways flt 5302 CLT to DAY supposed to depart 5:51; the 6:20...still no crew. #schedule/contact the pilot!
5035,11369,negative,@USAirways this made me have to Cancelled Flight my car reservation and it came out to more money...why did you reschedule a time without the crew?
5036,2193,negative,@united all 4 of us are on standby in Houston tomorrow for flights to Calgary. If you could get us on one or two of those that would help
5037,14378,negative,@AmericanAir man we have been sitting in #UA4753 on the tarmac for 30 mins...rescue us please!
5038,12327,positive,"@AmericanAir thanks for the recommendation. We've been sitting here for 45 minutes, last update was 35 min ago."
5039,10032,negative,@USAirways next time you promise an ontime departure you should stick to it instead of stuffing us in this sweat box with no air
5040,9824,negative,"@USAirways any way to tell our gate we are going? Stuck on tarmack, int'l flt FLT 878 going to ELM Gate F6"
5041,5667,negative,@SouthwestAir Cancelled Flighting flights 45 minutes before takeoff &amp; sitting for 45 min on the runway of the rescheduled flight #badservice
5042,10377,negative,@USAirways how do I get thru on hold 3 hours 5 minutes . Is this normal ? My call is lost
5043,13251,negative,"@AmericanAir So much for Status, EP and 1.5 million miles.  Revenue First class ticket and Im sitting in Coach thanks your rude CS staff"
5044,7585,neutral,@JetBlue whatever your lil #mint heart desires! http://t.co/WmX12F33ZC
5045,2158,negative,@united no I don't. Spoke with baggage contact at 1-800 number. Said they will try to get bags to stay at IAD for pick up tmrw
5046,11193,negative,@USAirways 😂. Passed frustrated 4 hours ago after being asked to get off the first plane I sat on for an hour.
5047,8227,negative,@JetBlue I have been hanging here for almost an hour
5048,11386,negative,@USAirways I realize the weather but day after day our flights keep getting Cancelled Flighted. Please prioritize ur passengers and help them
5049,9543,negative,"@USAirways 2 days in a row, not buying it. I suggest you review your policy w respect to unaccompanied minors, should have had a seat on Sun"
5050,728,negative,"@united frankly worse customer service ever. Problems will happen, how you deal defines a company. Never again United."
5051,12890,negative,@AmericanAir check on what? Our broken tablet! See attached picture. #media #filmcrew #nbc #cnn http://t.co/Uq2ooPjPwg
5052,14385,negative,"@AmericanAir need assistance. very frustrated I can't reach reservations by phone. trying to book online &amp; get ""fare no longer avail"" msg"
5053,8487,neutral,@JetBlue To DC this summer and help local youth get ready to return to school with math refresher courses. #FlyItForward
5054,13108,positive,@AmericanAir well Done all of you xx
5055,11107,negative,"“@USAirways: @alan_bledsoe Thanks for your feedback, Alan.” Thx, but  no help as I watch a flt Lve w/open seats and I wait 3hrs for nxt flt"
5056,2234,neutral,"@united do u serve peanuts/nuts on yr flights yr policies r confusing contradictory advice Pls help #Anaphylaxis,will u ask those 2 refrain?"
5057,9469,negative,@USAirways takes my money at once but then requires 7 to 10 days to process a refund? Why does your auto attendant hang up? #usairwaysfail
5058,3831,negative,"@united I have a flight from omaha to chicago (en route to NYC) and they are seating me and my partner separate, please fix this res# ILC0HP"
5059,12288,positive,@AmericanAir my boss is :)
5060,11560,negative,@USAirways u guys get too much $$$ and too many customers  to be fucking up as badly as u do
5061,5125,negative,@SouthwestAir you have no baggage tracking system?
5062,7597,positive,@JetBlue had a great experience working with Glenn Coles at Buffalo-Niagara Airport!! Top notch employee
5063,13423,negative,"@AmericanAir Thanks that was done, I just don't understand why those whose bags couldn't fit aren't notified in air/at landing #technology"
5064,4106,negative,@united You make it hard to fly with you. Delayed over an hour and now the plane  is turning around &amp; heading back to the gate. #connection?
5065,7913,positive,@JetBlue of course !!!!
5066,827,negative,"@united Flight attendant never served me my beverage (tea), and not once checked up on me. What gives? #ua6076 #notcool"
5067,1114,positive,@united Just sent! Thanks :)
5068,10782,neutral,"@USAirways Yes, it was Sunday."
5069,5869,positive,"@SouthwestAir I'm excited too, but perhaps you could scale your excitement back by a few weeks..."
5070,671,negative,"@united I'm grounded in Montreal with ua3659. I am missing my connection ua3417 to St. Louis. Can you help,Do you have a private jet for me?"
5071,9594,positive,@USAirways is alright with me. Please give Scott F at BDL a bonus for excellent customer service
5072,9553,negative,@USAirways 4914 from PHL to BGM. I cannot believe this has happened 2x in under two weeks!
5073,6547,negative,@SouthwestAir Thank you - hung up after 1hr 7min on hold. Would you like me to DM you contact info?
5074,6383,positive,@southwestair Flight 4146 Phi to Den was staffed by a great crew. #freecomedyshow #newlifetimecustomer
5075,10146,neutral,@USAirways @AmericanAir any help regarding flights out of KPHL would be much appreciated
5076,2055,negative,@united averaging 200 minute wait times tonight or what? I've gotten no help from you tonight.
5077,7754,negative,@JetBlue how long does it take for a bag to get to the baggage belt!!!!!#toolong of a wait
5078,7066,neutral,..... Can you not? “@JetBlue: Our fleet's on fleek. http://t.co/udPq0flIQo”
5079,10240,negative,"@USAirways - what a disaster! Flight 3739, missed passenger count by 5 since it was done manually!!  Really???"
5080,1845,negative,@united so what's the solution?
5081,7880,positive,"@JetBlue thanks for getting me to Boston early for @TuftsEnergyConf ""Breaking Barriers To a Clean Energy Future"""
5082,12387,positive,@AmericanAir excellent!  Love you guys!  If it is first class I'll hug ya'll!  See you shortly!
5083,9801,positive,"@USAirways @AmericanAir Thank you for a couple of easy, hassle free flights today, professional and friendly staff made everything easy!"
5084,1341,negative,@united really 1st flt frm IAD 2 IAH is - Late Flight &amp; -going via Nashville? #inconvenience. Downgraded but not on ticket
5085,10509,negative,@USAirways you guys straight up suck ass
5086,9799,negative,@USAirways @PHLAirport this is the reason I avoid @PHLAirport and @USAirways like the plague. Glad to see this merger is working well. #dumb
5087,8758,negative,@JetBlue now when I call it's still at the warehouse and might be going out tonight
5088,11567,negative,"@USAirways I appreciate the hard work. Still, I gave up after &gt;hour. @dsearls"
5089,10639,neutral,"@USAirways landed at Phoenix, but we had to board a flight quickly to Vegas so no time at the airport. What now?"
5090,7494,neutral,@JetBlue I have a reservation for tomorrow morning but trying to get back 2 night bc other flight was going to jfk. Can I get on list at CTG
5091,11064,negative,@USAirways @AmericanAir Total lack of cust. service for a mom flying solo w. baby. Will not be flying w. Am. Air again!!!
5092,209,negative,@VirginAmerica seats in Row 8 don't recline should mention that on your website #soreback
5093,13488,positive,"@AmericanAir no worries, loved flying with you guys. Thanks!"
5094,14578,negative,"@AmericanAir your call center won't let me wait on hold, which I would happily do. Am I seriously supposed to just keep calling? Not great"
5095,8900,negative,"@JetBlue, I normally ❤️ you, but this Late Flightst flight experience was the worst. 2 hours on runway, no wifi &amp; tv not working properly"
5096,9625,positive,@USAirways YOU ARE THE BEST!!! YOU ARE AMAZING!!! FOLLOW ME PLEASE;)🙏🙏🙏
5097,13640,positive,"@AmericanAir Yep, was in one of my other camera memory card :D"
5098,6220,negative,@SouthwestAir #JamesAsworth has the worst corporate account manager #22 Brent. I will now take my 70plus flights to @Delta thank you
5099,186,negative,"@VirginAmerica a lot of ""apologies"" being thrown out to customers from what I can see.Very sad. Thanks for nothing. Worst airline ever."
5100,6279,positive,@SouthwestAir @love_dragonss holy fuckinf shit
5101,10842,negative,@USAirways @AmericanAir How do I merge my miles accounts? Your sites tell me my info don't match even though I can't find a difference.
5102,1275,negative,@united jx4s2t if you can out today would be great it's our honeymoon and this delay you has put a damper on iy
5103,8549,positive,@JetBlue What a great idea! #cometoAustin
5104,386,neutral,"@VirginAmerica CEO says #Southwest &amp; #jetblue have strayed from low cost model.
http://t.co/96Sctomh29"
5105,6180,neutral,@SouthwestAir how come on mobile I can't proceed w/o entering a postcode at purchase. I'm from Ireland and I don't have a postcode just.
5106,11049,negative,"@USAirways @AskPayPal completed. If that's the case then why does it still say ""in progress"" on Paypal's website. I reserved on the 13th."
5107,145,negative,"@VirginAmerica I paid the premium to fly you across the country, you Cancelled Flight my flight and offer no check fee or upgrade love? Sad face :("
5108,4440,negative,"@SouthwestAir LA always has traffic, but this is INSANE. I can't be the only one with this issue on flight 1625"
5109,12529,negative,"@AmericanAir no no no, YOU DM me, I pay you money and you want to me to reach out to you for help? How about the other way around"
5110,13696,negative,@AmericanAir this has happens so many times. It's just upsetting to see how poorly an airline treats their customers
5111,3362,negative,"@United does a great job of answering public messages. Direct private messages, not so much."
5112,8937,negative,@JetBlue I do not want to deal with your customer service agents with no practical knowledge.Provide me with a direct contact.
5113,7984,neutral,@JetBlue y'all got prices for the low??
5114,2869,neutral,@united yes I've boarded this way many times &amp; have never had to show my pass on the Tarmac multiple times. Path was railed off. Only 1 way
5115,10323,negative,@USAirways I never made a reward reservation becuase no one ever answered the phone. The online one I made got Cancelled Flighted and I can't change
5116,12072,neutral,@AmericanAir What happens when you combine Top Chef &amp; the beauty of San Miguel de Allende. My Late Flightst food blog.  http://t.co/7t1rDRCRe6
5117,7629,neutral,@JetBlue you can 100% confirm that?
5118,12168,negative,@AmericanAir another day another grievance with this airline. No customer service
5119,4793,negative,@SouthwestAir You completely let me down tonight. Your gate agents' ambivalence is just too much. How sad for you (&amp; me.)
5120,4715,negative,"@SouthwestAir I did, but no one can find the bag and we need everything in it in the next two hours."
5121,10567,positive,"@USAirways Stars aligned. Connecting flight was delayed into CLT. Made it! Thanks, glad to know someone is listening. Time for 80° in MoBay!"
5122,7783,negative,@JetBlue I would like to send an email to Lost and Found at JetBlue JFK; I spoke to them this morning but cannot drive their today.
5123,5593,negative,@SouthwestAir well I HAD a car &amp; free place 2 stay had I known Unacceptable treatment from Spvsr. Sally in Cleveland. #Disappointed
5124,6475,negative,@SouthwestAir @poisonpill76 im in same boat.. 8am flight to Jacksonville... Get me out of here!!
5125,13220,negative,@AmericanAir it's taken care of already. I've come to expect this level of horrible service from you time and time again
5126,12055,neutral,"@AmericanAir DM the locator code, thanks."
5127,6182,neutral,@SouthwestAir I would but you need to follow me first ;-)
5128,9634,negative,@USAirways pls get me back to Tallahassee:( no one should ever have to be stranded in Gainesville for this long😒
5129,1891,negative,@united DM'd you 4 hrs ago at your request. No response to be found .... just like my bag.
5130,12516,negative,@AmericanAir they are giving cots to the people that did not get hotel rooms...that is terrible..
5131,6760,neutral,@JetBlue did you know that suicide is the second leading cause of death among teens 10-24
5132,9330,negative,@USAirways I have never had a more unpleasant travel experience in my life. Now I might not get on my flight till tomorrow? This is insane
5133,11230,neutral,"@USAirways res went under her maiden name...married 50...no docs with maiden name.  Hence, problem."
5134,1548,neutral,@united S/O to @Delta for coming in clutch and finally taking me home 🙌🙌
5135,3965,negative,"@united ""federal regulation prohibits you being separated from your bag""...yet you lose our bag and that's okay"
5136,3090,negative,"@united it seems like no one from United can help me. Lots of fingers pointed, zero people stepping up. At least the gate has Oreos"
5137,6816,negative,@JetBlue Need your help. I'm moving to DC &amp; I want to book a one way fare on your website. It won't seem to let me. Am I missing something?
5138,2099,neutral,@united Phone
5139,12695,negative,@AmericanAir LITERALLY just told me they'd rather have an empty seat than my mom get to come earlier &amp; take me to Dr. appointment. WOW
5140,10284,negative,@USAirways after pleading with car service to stay 3 hrs. past pick up they left me and my family but it's ok i have water and crackers!
5141,13445,negative,"@AmericanAir my flight was Cancelled Flightled yesterday early afternoon, so why did you call me at 1230am and 230am to wake me up and tell me?!"
5142,8106,positive,@JetBlue beautiful ride. Thanks again:)
5143,14075,neutral,@AmericanAir @HeyMyNameIsSEAN Sean if you look at the AA schedule it sometimes gives you a clue if new'airplanes are used. They are gr8
5144,4694,neutral,"@SouthwestAir Thanks, Lindsey. Any idea when I'll get there?! Stuck in Denver and told to ""listen to the intercom better""."
5145,14066,neutral,"@AmericanAir @jaynegelman How,about more@Blacklist too!!"
5146,13675,negative,@AmericanAir I'm in MEX.  I need to fly to New York City tomorrow. My new flight on Tuesday is unacceptable. Please help.
5147,8828,negative,@JetBlue pls send an IT tech 2 baggage office. Poor guy is trying 2 print my claim &amp; can't. I need 2 get home. Upgrade 2 @HP printers MFPs
5148,10977,neutral,@USAirways I am following you now
5149,14534,negative,.@AmericanAir I can't even get on the phone with your reservations team. The system automatically disconnects us.
5150,8987,negative,@USAirways Why haven't you issued a travel advisory for Charlotte Wednesday night and Thursday? 4-6 inches of snow.
5151,7337,negative,@JetBlue Why close prechk at 8PM on a Sunday at JFK?  #annoying
5152,6436,negative,@SouthwestAir took our BOS to BWI plane for a flight to StL and promised a replacement  1.5 hours Late Flightr. Now 2.5 hours delayed. Not happy.
5153,12045,negative,"@AmericanAir no thanks.  As I said, being denied miles that expired one week ago was the last drop for me; plan to avoid AA as possible."
5154,11484,neutral,@USAirways just realized my @AmericanAir advantage number wasn't used for my flight.  How do I get my ff miles?
5155,14435,negative,"@AmericanAir That's a complete cop out! U ask what the issues are, then do nothing about it. How are we supposed to sort the situation now?"
5156,3350,negative,@united question - was given food vouchers but can't use on plane..how   come
5157,12889,negative,Well @AmericanAir we won't be flying you. Rebooked on Jetblue. With credits (that actually work) it was free!
5158,12600,negative,@AmericanAir There are only 24 hours to Cancelled Flight or change itineraries booked online and that 24 hours is just about over. Impossible scenario
5159,7340,negative,@JetBlue I'm going to write a post on @Medium about the experience. Your customer service has tanked. #JetBlue
5160,5101,negative,"@SouthwestAir How to find out if my parents luggage really went to FLL on a Cancelled Flighted SW flight?  Called 1800IFlySWA, long long waits..."
5161,962,negative,@united I did... no response back
5162,2312,negative,@united friends been sitting in Houston since 7am flight Cancelled Flighted.Still don't have any answers. #BadCustomerService  #$10voucherwhatajoke
5163,579,negative,@united our travel booked thru United group dept. Okc ticket agent less than willing to help with our connection in LAX.
5164,448,negative,"@VirginAmerica All of group E was told there was no more room in the bins. when I got on the plane, was room for at least 4 bags in my row!"
5165,5696,positive,@SouthwestAir Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!
5166,6265,neutral,@SouthwestAir is offering #CompanionPasses to Atlanta residing frequent fliers! http://t.co/mdN5ED58ze
5167,10742,negative,@USAirways - delayed 1851. Need an extra 5 min to make 1769. Would appreciate a little help again this week.
5168,6082,negative,"@SouthwestAir humor aside, we've been stuck on the plane for two hours at the gate because bags can't be loaded correctly. What gives?"
5169,198,negative,@VirginAmerica you stink. Flight Cancelled Flighted from PSP to JFK and no notification or ability to rebook #disappointed.  #expected better
5170,13710,neutral,"@AmericanAir will do. I'd think, though, that a literally identical itinerary to your sample itineraries would work - maybe need to update?"
5171,4719,negative,@SouthwestAir I would still have my companion pass if your ridiculous airline hadn't stopped partnering with Hilton Hotels - GENIUS!!!
5172,8334,negative,@JetBlue doesn't help if I have to fly on specific days
5173,7384,negative,@JetBlue anything serious I should worry about?
5174,2636,negative,@united the wait time for a baggage question is 60 minutes that's crazy is there a limit to the amount of bags I can bring internationally
5175,5193,negative,@SouthwestAir okay I understand a delay one way. But both ways? C'mon #annoyed #flights
5176,14328,negative,@AmericanAir as usual my next flight shows on time but it's suppose to leave in 5 minutes and hasn't boarded
5177,12416,neutral,"@AmericanAir oh I will, AA on speed dial"
5178,756,negative,@united airlines is the absolute worst. They have no idea what they are doing. #neveragain #UnitedAirlines
5179,1153,negative,"@united Cancelled Flights flt from EWR. ""No crew"".Tells wife &amp; 4 yr old to ""get to NY to catch @AirCanada"" to YYZ! Good #customerservice is dead."
5180,10163,negative,@USAirways Hmmm. Did the flight even really exist or did they just create it last night to get people off their backs? #usairsucks
5181,10250,negative,@USAirways worst experience ever!!!!
5182,6942,neutral,@JetBlue? | RT @WMCActionNews5: New airline expected to make its way to MEM http://t.co/Gbd5R1OlSI
5183,1862,neutral,"@united getting ready to book a flight to San Juan. Was wondering, Does United waive baggage fees for military personnel. Thanks."
5184,10884,neutral,@USAirways can I book using some sort of breavement program? I need to get home for my pops funeral
5185,9916,negative,@USAirways Everyone on Flight 669 from LAX to RDU enjoyed waiting an hour &amp; a half in baggage claim for their bags just now
5186,1516,negative,"@united on #UA3785 tonight and told delayed due to Late Flight crew. No idea where crew coming from, your staff ++unhelpful. Any ideas?"
5187,861,negative,"@united UA 746. Pacific Rim and Date Night cut out. Not constantly or randomly, but one spot, repeatably."
5188,4603,negative,@SouthwestAir thinks that a $100 voucher makes up for spending 4 hrs on a plane and landing at the same airport we took off from. Really?
5189,8268,negative,"@JetBlue not to get into semantics here but ""by"" means ""within the extent or period of; during"" and it is still technically 2/19 #dictionary"
5190,11862,positive,"@USAirways thanks for the reply, hoping everything is cleared up in Charlotte by Monday"
5191,13021,negative,"@AmericanAir been @ airport 8hrs been told nothing by anyone until now your rep has said ""we are waiting for the mechanics to finish lunch""!"
5192,6601,negative,@SouthwestAir why are you the ONLY airline that is not flying out of BNA today?
5193,790,negative,"@united tried calling too, but w/25 min phn wait means we'd miss options anyway"
5194,308,positive,@VirginAmerica happy to spend the day together. Let's do this!
5195,11597,negative,"@USAirways flt 4439 is on the ground, but you don't have a gate for us at dca. Why is this happening?"
5196,7123,negative,“@JetBlue: Our fleet's on fleek. http://t.co/8o3SCR5EFW” smh yall expect me to trust a childish airline with my life? #Nah
5197,9681,negative,@USAirways you are the worst.
5198,8144,neutral,@JetBlue Is it June yet? 😊
5199,11938,positive,@AmericanAir thanks so much!
5200,10217,negative,"@USAirways and at this point I don't need sorry, I need a revers agt to pick up the call so maybe we can make the 11:30 flight today"
5201,13491,negative,@malhoit at least you got a response from @AmericanAir via Twitter. I went 0 for 2 yesterday.
5202,8113,neutral,@JetBlue are there any food places open at the JFK T5 24//?
5203,6504,negative,"@SouthwestAir I was helped by a nice lady at PHX checkin. I spent 4 hours on hold in 24 hours, so might want to look at efficiency there."
5204,10775,neutral,"@USAirways I'm not a frequent flyer with US airways, I'm qantas? Can I still get notifications? Thank you"
5205,4434,negative,@SouthwestAir mins and no answer. My wife and baby need to get on that flight. She arrived 2 hrs prior. Please help. Venetia Crook
5206,14260,negative,@AmericanAir please pray for us that our gear is not lost or stolen due to YOUR incompetent employees. #CNN #ABCNews #MSNBC #Photography
5207,8015,positive,@JetBlue No worries. Time flew in the terminal and now we're taking off. Thanks again!
5208,12454,negative,"@AmericanAir You should be apologizing for your rude sales reps and failure to offer anything other than trite, condescending platitudes...."
5209,1485,negative,@united WHERE IS MY FUCKING BAG?!?! Where the fuck is my fucking bag??? TELL ME NOW OR GIVE ME A NUMBER TO CALL A HUMAN. SAN68059M
5210,5051,positive,@SouthwestAir FINALLY!  A Passbook option for the SWA App. Thank you!!!!!
5211,8137,negative,@JetBlue no updates on anything! All we know is there is an issue with the front wheels being locked.
5212,14610,negative,@AmericanAir I understand the weather issue but you can't expect passengers to wait 24 hours inside airports for whatever reason. Outrageous
5213,4628,neutral,@SouthwestAir #Vegas I was there 5 days ago. Miss the  Warm Weather
5214,11031,negative,"@USAirways 42 minutes holding. Seriously, if your average wait time is over 30 minutes then maybe, just maybe, you're understaffed."
5215,8929,positive,@JetBlue Seems very likely.
5216,8737,negative,"@JetBlue honestly I’m glad you didn’t Cancelled Flight the flight, just that I’ll be driving home at 3-4 am now. :/"
5217,10939,neutral,@USAirways of course weather was a joke 43 beats 5 degrees in PHL! ⛄️☀️
5218,1170,positive,@united thank you!
5219,2095,negative,@united worst customer service experience ever. 40 minutes to get the jetway to the plane at EWR tonight. Flight 354   Disappointed
5220,8490,neutral,"Currently on @JetBlue, my new robotic love-doll. Reminded heavily of @pattonoswalt's bit about them-hence an excuse to say ""huxleyesque."""
5221,3973,positive,"@united That made me so mad, but then I called the bag number, and that person was helpful and told me where the bag really was. (2/2)"
5222,14372,negative,".@AmericanAir: the best the agent could do is put me on a flight arriving tomorrow afternoon, with a six hour layover."
5223,8615,neutral,"@JetBlue's CEO #pilots among ardent fans, Wall Street - Poughkeepsie Journal http://t.co/FRhuXiB8II"
5224,13300,neutral,"@AmericanAir its only 1500 characters, i will respond via formal letter. Trust me, I have plenty to say."
5225,10560,negative,@USAirways what is with all the Cancelled Flightlations to PBI? We have pax at DCA that have been sent to 4 different lines between AAL and AWE. Help!
5226,979,negative,"@united I'm saying I made the flight but with poor/non-communication, unaccounted for lost time &amp; lots of frustrated flyers standing around"
5227,10036,negative,@USAirways final count 3 hours 24 minutes on hold to be told I need to log in to U.S. Airways website and there was nothing else to be done
5228,10613,negative,"@USAirways your checkin at @PHLAirport is a #shitshow, and the agent behind the counter who tried to send me to the wrong destination=rude!"
5229,12606,neutral,@AmericanAir tell me you can get me to ABI earlier than 8 pm tomorrow
5230,6840,positive,@JetBlue sooo earlier i said i couldnt fly with you for my school trip but now i can! 😏
5231,8109,neutral,@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/Of7PFvQpOY
5232,185,neutral,@VirginAmerica If only you guys had flights from CMH.
5233,11320,negative,@USAirways delayed 2 days for weather and on top I got yelled at for being Late Flight when I was not notified of the time change #WellDone
5234,3333,positive,@united Thank you.
5235,5774,positive,@SouthwestAir Hi! I ❤️ your company and fly all the time. I was wondering if you could please share this link &amp; read! http://t.co/lO6LghPcdU
5236,148,positive,@virginamerica #flight home to #dc #sunset #globe in' #backtowinter back to #work! #refreshed http://t.co/VX9vBCTdLf
5237,9151,negative,@USAirways yes but again valuable time has been lost
5238,11423,negative,@USAirways a $100 @Samsonite - totaled. Not happy. Not at all.
5239,6213,neutral,@SouthwestAir When does the new schedule open that takes us past 10/31?
5240,13071,negative,"@AmericanAir 2 hours now!  No I'm not patient.  Why don't you have a call back feature or pay someone to answer the phone, not tweet #onhold"
5241,8387,negative,@JetBlue better find a way to get me to Puerto Rico tomorrow morning besides charging us three times in cash what we originally paid
5242,11131,negative,@USAirways @AmericanAir Will you be destroying lives in Eastern @GastonCounty during this lively little event? For profits you will.
5243,8782,negative,@JetBlue #fail My wife on the phone asking to switch flight times. In mid switch gets disconnected. Now Cancelled Flightled! No new time! No call back
5244,6763,negative,@JetBlue Cancelled Flighted my flight. Went with another airline 2 leave 2day. They Cancelled Flighted also. Called JetBlue &amp; got same flight but now $250 more👺
5245,6554,negative,@SouthwestAir still on the ground &gt;30mins after planned departure. And this is California. No weather here. Originally told 10 min delay.
5246,6058,negative,@SouthwestAir my first flight ever and flight #4251 is already having technical issues. Faaaannntastic.😭
5247,11060,negative,"@USAirways flight 500 out of Seattle has 10,000lbs too much fuel and no water for the lavoratories. Nice job guys - est 40min behind now"
5248,11841,negative,@USAirways Thanks for the info but have been trying for over 24hrs and no luck. Flight dep. Today. Need 2 change 2 tomorrow or Thursday
5249,0,neutral,@VirginAmerica What @dhepburn said.
5250,2249,neutral,@united I was on UA1069 today and left my sunglasses in seat 26F. Please help me get them back! #UnitedAirlines
5251,7432,positive,"@JetBlue btw, Robin Hayes is speaking at next month's @USChamber aviation summit. He ought to give a shout out to his Twitter team. You rock"
5252,3700,negative,"@united I find this text funny, considering we are still sitting here because 2 seats need to be changed out. http://t.co/LoLuWfCi11"
5253,7412,positive,"@JetBlue For the record, that was less than a 10-minute turnaround time for the answer from the question.  JetBlue rocks!"
5254,3144,neutral,"@united I have a LH return business ticket from Den to Fra.If I fly domestic with you,bag can be checked through to Fra,no need to claim?"
5255,13221,negative,@americanair why am I not being given a callback option??! Why has this service been turned off?
5256,10860,positive,@USAirways Melinda in reservations in greensboro nc is an absolute jewel thank her for me she's amazing!!!
5257,104,negative,@VirginAmerica your no Late Flight bag check just lost you my business. I missed flight and AM apt. Three other people on flight had same exp.
5258,3827,neutral,@united this is me and my partners first trip to #NYC I bought the tickets at the same time Please seat us next to each other ConF# ILC0HP
5259,14563,negative,@AmericanAir All flts to JFK Cancelled Flightled Thx to UR agent at SFO Im rebooked on UA. Didn't get name. She was awesome!  #twitterhug #shesaidrun
5260,4604,positive,Never got to the strip that fast before. Stoked for special @Imaginedragons show tonight! Thx again @SouthwestAir! http://t.co/ToPqmVqnJp
5261,1433,neutral,@united How do I get through @TSA to finally board UA 1534?
5262,1737,neutral,@united make sure you take care of @LSUsoftball team &amp; @LSUQuinlanDuhon team. We are 16-0!!!!
5263,12415,negative,"@AmericanAir Uwon't allow me2make changes online, force me2sit thru excess phone wait times&amp;still insist charging crazy fees. Thats service?"
5264,3639,positive,@united I was protected on that flight by gate agent Kerry at LAS. She also did an excellent job getting me to my destination today. Thanks!
5265,2176,negative,@united cabin pressurization issues are pretty serious. Flight 1109 landed in Washington because of it. My head is pounding.
5266,8178,negative,@JetBlue where is our luggage?? Flight 424 has been waiting an hour for bags! #jetblue #poorservice
5267,992,negative,"@united  found a group of people who actually hates people more than ISIS, thats right United Airlines."
5268,12739,negative,@AmericanAir are you guys intentionally trying to lose customers and money?
5269,12901,negative,@AmericanAir Bad weather is understandable but your own pilot said that over 160 people called out and that ZERO bags are on the plane.
5270,2743,negative,"@united Listen, learn &amp; do this: Remove your PQD requirement. It is insulting. ^HA"
5271,2270,negative,@united is honestly RUINING MY FUCKING LIFE RIGHT NOW. NEVER AGAIN!!!!!!!!!!!!!!!!!!!!!!!!!!!
5272,4447,neutral,@SouthwestAir Thank you!
5273,10797,neutral,@USAirways have scheduled flight Sat(2morrow) CHO-CLT CHO needs to be added to weather advisory.  Please evaluate asap.
5274,172,neutral,@VirginAmerica to begin Dallas-Austin #flights in April - 88.9 KETR http://t.co/SSUVWwkyHH
5275,6814,neutral,“@JetBlue: Our fleet's on fleek. http://t.co/clu5pdPrHP” :(
5276,5926,neutral,@SouthwestAir Do you perhaps have a pair to the Atlanta show? #prettyplease
5277,8791,negative,@JetBlue the whole plane. Hoping for better luck on the return flight Sunday.
5278,990,negative,@united has been such a disappointment today. Simply put. Rather unpleased with things currently. Flight delayed; cant wait to just get home
5279,6015,neutral,@SouthwestAir MAC computer left on BWI to LA flight on 14th.  Reward for recovery; info important to owner.#HELP #passengers #honesty
5280,7663,negative,@JetBlue I've spoken 2/emailed JB team and explained situation. Didnt seem to matter to anyone other than me. I guess I just expected more.
5281,8641,neutral,@JetBlue I’m getting an “it depends” vibe. Fair enough!
5282,10099,positive,"@USAirways I finally spoke to a person. Despite the mind boggling wait time, the rep was very pleasant and very helpful. Kudos to her."
5283,3642,negative,@united I mean is there a real live person somewhere I can go and speak to at Newark post security?
5284,4952,negative,"@SouthwestAir worst air line ever, you have no compassion of the handicapped"
5285,693,negative,@united maybe one day you'll be the one quoted on http://t.co/mJkpgVXmPC
5286,1826,negative,"@united When my United flight arrives Late Flight and I'm told to re-book my connecting United flight, you characterize that as a ""no show"""
5287,12443,negative,@AmericanAir re-staff and commence new policies because your industry is so embarrassed by you.
